index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-country,B2B,fulfilled-by,Customer ID,Payment Method,Return Status,Product Rating,Customer Segment,Platform
1908,408-1934381-2130729,4/29/2022,Shipped,Amazon,Amazon.in,Standard,JNE3294,JNE3294-KR-XXL,kurta,XXL,B07R41S1YG,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST2638,Credit Card,Not Returned,3,New,Web
1909,407-1902120-0283541,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0351,Unknown,Misc,3XL,B09CTB7JMG,Shipped,1,INR,771.0,Unknown,ANDHRA PRADESH,Unknown,False,Merchant,CUST6671,Credit Card,Not Returned,4,Regular,Web
1910,407-5211445-5675517,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET389,Unknown,Misc,XL,B09KXW4WQC,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST7928,COD,Not Returned,4,New,Mobile
1911,405-1067372-8959545,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-M,Misc,M,B09G2R6Y8J,Unknown,1,INR,582.0,Unknown,MAHARASHTRA,IN,False,Merchant,CUST2382,COD,Not Returned,2,Regular,App
1912,408-6691828-6678718,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-M,kurta,M,B08RP6K224,Shipped,1,INR,568.0,BENGALURU,Unknown,IN,False,Merchant,CUST2403,Wallet,Not Returned,3,Regular,App
1913,404-1999660-0618712,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0012,Unknown,Set,L,B0894XGSH9,Unknown,0,INR,568.0,Chidambaram,TAMIL NADU,Unknown,False,Merchant,CUST4292,Wallet,Not Returned,5,New,Mobile
1914,402-8349092-6394739,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET230,Unknown,Misc,S,B08MXSQPFH,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST1419,COD,Not Returned,4,New,Web
1915,403-0061579-9272319,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3446,JNE3446-KR-S,Misc,S,B081X18FL6,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST5517,COD,Not Returned,4,New,Mobile
1916,405-9935541-7117167,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,Unknown,Set,L,B08XQ8MCKP,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4302,Wallet,Not Returned,2,New,Web
1917,407-7282648-6869936,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-L,Set,L,B09QJLFDRK,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8857,COD,Not Returned,3,New,Mobile
1918,407-4176572-5277916,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET145,Unknown,Misc,3XL,B0822TC784,Shipped,1,INR,568.0,Unknown,WEST BENGAL,IN,False,Merchant,CUST8870,COD,Not Returned,5,New,Web
1919,407-4176572-5277916,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3391,Unknown,Misc,3XL,B081WV46SS,Unknown,1,INR,568.0,Unknown,WEST BENGAL,Unknown,False,Merchant,CUST6693,COD,Not Returned,3,New,Web
1920,407-4176572-5277916,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3787,Unknown,kurta,3XL,B09RKCC8WS,Unknown,1,INR,568.0,Unknown,WEST BENGAL,Unknown,False,Merchant,CUST1767,Credit Card,Not Returned,3,New,Mobile
1921,404-1035134-0857126,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0335,Unknown,Misc,S,B09831NCG7,Unknown,1,INR,859.0,Pune,MAHARASHTRA,Unknown,False,Merchant,CUST3044,COD,Not Returned,1,Regular,App
1922,403-5947655-7277166,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET342,Unknown,Misc,XL,B09Q19BQCF,Shipped,1,INR,916.0,Unknown,Unknown,IN,False,Merchant,CUST2549,COD,Not Returned,1,Regular,Web
1923,171-4011986-9891506,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,SET374,Unknown,Set,L,B09NDKQD88,Unknown,1,INR,568.0,Unknown,KERALA,IN,False,Merchant,CUST7140,COD,Not Returned,4,New,Web
1924,408-2553476-6332307,4/29/2022,Shipped,Amazon,Amazon.in,Standard,SET349,Unknown,Misc,XL,B09QJ4RWZG,Unknown,1,INR,568.0,Unknown,TAMIL NADU,IN,False,Merchant,CUST4716,Wallet,Not Returned,4,New,Web
1925,171-7872471-1810740,4/29/2022,Cancelled,Merchant,Amazon.in,Standard,J0130,Unknown,Set,XXL,B091Z69GJ4,Unknown,0,INR,568.0,KAKINADA,ANDHRA PRADESH,IN,False,Merchant,CUST5481,Credit Card,Not Returned,4,New,Web
1926,407-8589731-5668353,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET353,SET353-KR-NP-XXL,Set,XXL,B09KXSVZXJ,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8898,Credit Card,Not Returned,4,New,Web
1927,408-0002979-1571575,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET303,Unknown,Set,XS,B09K3NHD6H,Unknown,1,INR,888.0,Unknown,TAMIL NADU,Unknown,False,Merchant,CUST7548,COD,Not Returned,4,Regular,Web
1928,405-0152945-9281141,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-L,Misc,L,B07H7FBV3Z,Shipped,1,INR,568.0,Unknown,TAMIL NADU,Unknown,False,Merchant,CUST3293,Wallet,Not Returned,1,New,Mobile
1929,406-0697593-2068306,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET347,Unknown,Misc,XS,B09RKFBMYD,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST5837,Credit Card,Not Returned,5,New,Mobile
1930,403-5895665-4925103,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Misc,S,B09NQ4CZ65,Unknown,1,INR,568.0,Unknown,MAHARASHTRA,Unknown,False,Merchant,CUST8758,Credit Card,Not Returned,4,New,Web
1931,403-3361011-2239566,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,SET324,Unknown,Misc,S,B09NQ4CZ65,Unknown,0,INR,568.0,Mumbai,Unknown,Unknown,False,Merchant,CUST7793,Wallet,Not Returned,2,New,Mobile
1932,171-6613656-4245918,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET224,SET224-KR-NP-S,Misc,S,B08MXCX8LS,Shipped,1,INR,568.0,Unknown,TELANGANA,Unknown,False,Merchant,CUST8638,COD,Not Returned,2,New,Mobile
1933,171-4052596-9782704,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0401,Unknown,Misc,S,B09SDYGHX3,Shipped,1,INR,885.0,Unknown,Unknown,Unknown,False,Merchant,CUST8993,Credit Card,Not Returned,4,Regular,App
1934,403-9078967-3981110,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0097,Unknown,kurta,S,B08BJS1LPN,Unknown,1,INR,568.0,PARLAKHEMUNDI,ODISHA,Unknown,False,Merchant,CUST7007,Wallet,Not Returned,3,Regular,Mobile
1935,402-3929605-6878702,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,Unknown,Set,XL,B08XQBF1G4,Shipped,1,INR,568.0,Unknown,HARYANA,Unknown,False,Merchant,CUST6542,Credit Card,Not Returned,5,New,Web
1936,405-0043813-7485114,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3261,JNE3261-KR-XXL,kurta,XXL,B07R5WHLJD,Unknown,1,INR,348.0,BANGAON,Unknown,Unknown,False,Merchant,CUST7356,COD,Not Returned,4,New,Mobile
1937,402-9278224-1406767,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Misc,XL,B099NJV9X7,Unknown,1,INR,568.0,Unknown,Gujarat,Unknown,False,Merchant,CUST9433,COD,Not Returned,5,New,Mobile
1938,402-7165661-7521950,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,Unknown,kurta,S,B081WX4G4Q,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST8380,Credit Card,Not Returned,5,New,App
1939,407-5702404-1237153,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE2014,Unknown,Misc,M,B077M6KWYJ,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST3385,COD,Not Returned,5,New,Mobile
1940,402-2178983-9666728,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,Unknown,Misc,S,B099NR7612,Unknown,1,INR,744.0,Unknown,ANDHRA PRADESH,Unknown,False,Merchant,CUST5268,COD,Not Returned,3,Regular,Web
1941,408-1262593-3468327,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3742,JNE3742-KR-XS,Misc,XS,B099NNX4TD,Unknown,1,INR,568.0,HYDERABAD,TELANGANA,Unknown,False,Merchant,CUST1671,Credit Card,Not Returned,2,New,Web
1942,407-7973575-0154729,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3515,Unknown,Misc,3XL,B098126Y6Q,Unknown,1,INR,568.0,NELLORE,Unknown,Unknown,False,Easy Ship,CUST1163,COD,Returned,4,New,Mobile
1943,408-8747074-3173921,4/29/2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3680,Unknown,Top,3XL,B094373LWG,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST9656,COD,Not Returned,4,New,Web
1944,405-3238457-8916365,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,NW015,NW015-TP-PJ-M,Misc,M,B0922VCDNR,Shipped,1,INR,523.0,Unknown,Unknown,Unknown,False,Merchant,CUST5592,Credit Card,Not Returned,5,Regular,Mobile
1945,405-4044672-8392353,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3261,Unknown,Misc,XXL,B07R5WHLJD,Unknown,0,INR,568.0,Unknown,WEST BENGAL,Unknown,False,Merchant,CUST5795,COD,Not Returned,2,New,Web
1946,402-7194188-9157908,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0217,J0217-BL-M,Misc,M,B09KXVVR34,Shipped,1,INR,568.0,IMPHAL,MANIPUR,IN,False,Merchant,CUST5798,COD,Not Returned,4,New,Mobile
1947,407-7003976-1631535,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3716,Unknown,kurta,3XL,B099NNC9GP,Unknown,1,INR,568.0,Unknown,TELANGANA,Unknown,False,Merchant,CUST7036,COD,Not Returned,5,New,Mobile
1948,407-5425288-7554717,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3366,Unknown,Misc,3XL,B07SZSYNQ9,Unknown,1,INR,568.0,HYDERABAD,TELANGANA,IN,False,Merchant,CUST3355,COD,Not Returned,4,New,App
1949,171-7059341-6105923,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119,Unknown,Misc,L,B08RYQQD6Z,Shipped,1,INR,540.0,COIMBATORE,Unknown,IN,False,Merchant,CUST6887,COD,Not Returned,5,Regular,App
1950,405-3223184-3071523,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET304,Unknown,Set,XL,B09K3HVZ83,Shipped,1,INR,1186.0,HYDERABAD,TELANGANA,Unknown,False,Merchant,CUST8961,COD,Not Returned,1,VIP,Mobile
1951,406-1415992-3059531,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,Unknown,Misc,XS,B08XQBXFPP,Unknown,1,INR,568.0,chennai,TAMIL NADU,IN,False,Merchant,CUST6827,COD,Not Returned,4,New,Web
1952,406-1334469-6185165,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXXL,Set,3XL,B09M6STTBC,Unknown,1,INR,568.0,Bihta Patna District,Unknown,Unknown,False,Merchant,CUST9737,COD,Not Returned,5,New,Web
1953,408-4533890-9124319,4/29/2022,Shipped,Amazon,Amazon.in,Standard,JNE3465,Unknown,Misc,M,B08BFV1DVW,Unknown,1,INR,0.0,Unknown,BIHAR,IN,False,Merchant,CUST5719,COD,Not Returned,3,New,Mobile
1954,406-4796865-4449149,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET378,Unknown,Set,XS,B09RKFQBBZ,Unknown,1,INR,1221.0,Unknown,TELANGANA,Unknown,False,Merchant,CUST1593,Wallet,Not Returned,1,VIP,Mobile
1955,407-6742558-5561911,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3470,JNE3470-KR-XXL,kurta,XXL,B08W8KKGRX,Unknown,1,INR,329.0,Unknown,Unknown,IN,False,Merchant,CUST5839,COD,Not Returned,1,New,Web
1956,405-5920313-7117140,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2199,JNE2199-KR-411-A-M,Misc,M,B07BL1MGBD,Unknown,1,INR,353.0,Unknown,Unknown,IN,False,Merchant,CUST8394,Credit Card,Not Returned,3,New,Mobile
1957,402-1836552-8085957,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0148,J0148-SET-S,Set,S,B0929B7M5Y,Unknown,1,INR,568.0,Unknown,MAHARASHTRA,IN,False,Easy Ship,CUST4493,COD,Not Returned,3,New,App
1958,404-8438791-6591543,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXL,Misc,XXL,B08MXBX6B7,Cancelled,0,INR,568.0,Unknown,MAHARASHTRA,Unknown,False,Merchant,CUST7164,Credit Card,Not Returned,3,New,Mobile
1959,171-1570173-8349100,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5024,MEN5024-KR-XXXL,Misc,3XL,B08YYZ28L6,Unknown,1,INR,568.0,NAVI MUMBAI,Unknown,IN,False,Merchant,CUST3672,Credit Card,Not Returned,4,New,Mobile
1960,402-0704464-1297103,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Misc,S,B099NR7612,Unknown,1,INR,568.0,"SATTENAPALLI(md),guntur(dt)",ANDHRA PRADESH,IN,False,Merchant,CUST5200,COD,Not Returned,1,New,Web
1961,402-7189994-3784320,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3546,Unknown,Misc,S,B08HHJPWBS,Unknown,1,INR,458.0,Unknown,Unknown,IN,False,Merchant,CUST1016,COD,Not Returned,5,New,App
1962,403-7867771-2108310,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3288,JNE3288-KR-L,Misc,L,B07R51FQDF,Shipped,1,INR,442.0,Unknown,TAMIL NADU,Unknown,False,Merchant,CUST4191,COD,Not Returned,4,New,Web
1963,408-9091347-4153133,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0113,J0113-TP-XXL,Top,XXL,B08V17688J,Shipped,1,INR,540.0,Unknown,HARYANA,Unknown,False,Merchant,CUST1392,Credit Card,Not Returned,1,Regular,Web
1964,406-4850135-8030762,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Unknown,1,INR,744.0,Unknown,Unknown,IN,False,Merchant,CUST9616,COD,Not Returned,4,Regular,Mobile
1965,408-1079404-9805951,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0097,J0097-KR-S,kurta,S,B08BJS1LPN,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST7272,Credit Card,Not Returned,5,New,Mobile
1966,405-7157063-8813941,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3803,JNE3803-KR-S,Misc,S,B09K3ZQCF9,Shipped,1,INR,459.0,BANDA,Unknown,Unknown,False,Merchant,CUST1571,COD,Not Returned,2,New,Mobile
1967,408-7814857-4169143,4/29/2022,Shipped,Amazon,Amazon.in,Standard,SET171,SET171-KR-NP-S,Misc,S,B0822TTYMH,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4631,COD,Not Returned,5,New,App
1968,405-7737113-0917101,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0003,Unknown,Misc,M,B0894XH3LN,Unknown,1,INR,568.0,Unknown,KARNATAKA,IN,False,Merchant,CUST7172,COD,Not Returned,4,New,App
1969,408-7304860-0333966,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0349,Unknown,Misc,S,B099NJ4XRB,Unknown,1,INR,568.0,Unknown,Gujarat,IN,False,Merchant,CUST8177,Credit Card,Not Returned,5,New,Web
1970,402-3686381-1031564,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,NW007,Unknown,Misc,3XL,B0928YCMQP,Unknown,1,INR,560.0,PIMPRI CHINCHWAD,MAHARASHTRA,Unknown,False,Merchant,CUST9433,COD,Not Returned,5,Regular,Mobile
1971,405-8333526-2323538,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-L,Misc,L,B08KS2BPL8,Unknown,0,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST4897,Credit Card,Not Returned,5,New,App
1972,405-7734086-8665151,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Cancelled,0,INR,568.0,BENGALURU,Unknown,IN,False,Merchant,CUST9123,COD,Not Returned,2,New,Mobile
1973,406-8149939-2130752,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0341,Unknown,Misc,M,B099NQQ79L,Unknown,0,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST3279,COD,Returned,3,New,Mobile
1974,405-7559599-6046747,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,Unknown,Set,XXL,B09NQ3MPRM,Unknown,1,INR,568.0,Unknown,DELHI,Unknown,False,Merchant,CUST9980,Credit Card,Not Returned,4,New,App
1975,408-0075632-0706754,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0118,Unknown,Misc,XXL,B08N4QTQHW,Shipped,1,INR,487.0,ALUVA,KERALA,Unknown,False,Merchant,CUST8451,Credit Card,Not Returned,2,New,App
1976,402-8184850-5327561,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3795,Unknown,kurta,XL,B09HMY74F6,Shipped,1,INR,568.0,VIJAYAWADA,ANDHRA PRADESH,IN,False,Merchant,CUST9906,COD,Not Returned,4,New,Web
1977,404-7345899-9122769,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-XXL,Misc,XXL,B08XWBRM8L,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST1775,COD,Not Returned,4,New,Web
1978,404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3603,Unknown,Misc,XXL,B08RYNBTRN,Unknown,1,INR,568.0,Unknown,TAMIL NADU,Unknown,False,Easy Ship,CUST7869,Credit Card,Not Returned,3,New,App
1979,404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3618,Unknown,Misc,L,B091Q84CBF,Unknown,1,INR,399.0,Unknown,TAMIL NADU,IN,False,Merchant,CUST3247,COD,Not Returned,2,New,Mobile
1980,404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2199,Unknown,kurta,L,B07BL298CT,Unknown,1,INR,353.0,CHENNAI,Unknown,IN,False,Easy Ship,CUST8088,Credit Card,Not Returned,3,New,Mobile
1981,404-2445799-8153131,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET267,SET267-KR-NP-XL,Set,XL,B09BQGNYP6,Unknown,1,INR,852.0,NAVI MUMBAI,Unknown,IN,False,Merchant,CUST1078,COD,Not Returned,4,Regular,App
1982,405-6294317-9120310,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,Unknown,1,INR,499.0,Unknown,MADHYA PRADESH,IN,False,Merchant,CUST9080,COD,Not Returned,4,New,App
1983,405-6294317-9120310,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5002,Unknown,kurta,M,B08YZ4WLT3,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8099,Credit Card,Not Returned,4,New,Mobile
1984,404-5140273-8933937,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0007,Unknown,Set,XL,B0894WR7FV,Shipped,1,INR,568.0,Unknown,ANDHRA PRADESH,Unknown,False,Merchant,CUST4926,COD,Not Returned,2,New,Web
1985,403-5047171-5946703,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0209,J0209-DR-XXL,Ethnic Dress,XXL,B09831DMRP,Unknown,1,INR,721.0,Unknown,Unknown,IN,False,Merchant,CUST8340,Wallet,Not Returned,5,Regular,Mobile
1986,403-5047171-5946703,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0154,Unknown,Western Dress,XXL,B08V19DZ36,Unknown,1,INR,568.0,SOUTH GOA,Unknown,IN,False,Merchant,CUST8083,Credit Card,Not Returned,5,New,Web
1987,408-9810936-9735516,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0095,J0095-SET-XL,Misc,XL,B08CMN1K86,Unknown,1,INR,653.0,Unknown,TAMIL NADU,Unknown,False,Merchant,CUST7230,Credit Card,Not Returned,4,Regular,Web
1988,171-9673855-2321133,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XS,Set,XS,B09M6TJG5T,Shipped,1,INR,568.0,Unknown,HARYANA,IN,False,Merchant,CUST5940,COD,Not Returned,2,New,Web
1989,171-9673855-2321133,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET232,Unknown,Set,S,B08MYV5CHK,Unknown,0,INR,568.0,DHARUHERA,Unknown,Unknown,False,Merchant,CUST4271,Wallet,Not Returned,5,New,App
1990,404-0333009-4637953,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0355,Unknown,Misc,L,B098124671,Unknown,1,INR,568.0,BENGALURU,Unknown,Unknown,False,Merchant,CUST4456,Credit Card,Not Returned,5,New,App
1991,402-2809102-1025143,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3546,JNE3546-KR-M,kurta,M,B08HK4W6YT,Unknown,1,INR,568.0,Hisar,HARYANA,Unknown,False,Merchant,CUST8788,COD,Not Returned,2,New,App
1992,407-8278311-0556310,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET328,SET328-KR-NP-L,Misc,L,B09K3DV6Q9,Shipped,1,INR,568.0,CHENNAI,TAMIL NADU,Unknown,False,Merchant,CUST9599,COD,Returned,4,New,Web
1993,403-3174804-7240347,4/29/2022,Cancelled,Merchant,Amazon.in,Standard,SET267,Unknown,Misc,XL,B09BQGNYP6,Unknown,0,INR,568.0,Unknown,MAHARASHTRA,Unknown,False,Merchant,CUST8650,COD,Not Returned,4,New,Mobile
1994,408-5229747-9249144,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386,Unknown,Misc,L,B09K38ZCR6,Unknown,1,INR,568.0,AMBALA,Unknown,IN,False,Merchant,CUST3711,Wallet,Not Returned,1,New,Web
1995,405-5685412-1543569,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,568.0,BENGALURU,Unknown,IN,False,Merchant,CUST2668,Credit Card,Not Returned,5,New,App
1996,402-3947445-0289100,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET110,Unknown,Misc,S,B0822T2BM8,Unknown,1,INR,568.0,FARIDABAD,Unknown,Unknown,True,Merchant,CUST1147,Wallet,Not Returned,1,New,Mobile
1997,402-8796273-3245106,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0095,Unknown,Misc,M,B08CMRV8D1,Unknown,0,INR,568.0,Unknown,DELHI,Unknown,False,Merchant,CUST7420,Credit Card,Not Returned,5,New,App
1998,171-1909591-0944310,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,Unknown,Misc,XXL,B08N4XHHCQ,Shipped,1,INR,518.0,Unknown,Unknown,Unknown,False,Merchant,CUST1365,COD,Not Returned,3,Regular,Web
1999,407-2234401-7446716,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Misc,M,B099NQQ79L,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST5531,COD,Returned,4,New,Mobile
2000,407-2234401-7446716,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,Unknown,Misc,L,B099NRCT7B,Unknown,1,INR,744.0,Unknown,Unknown,IN,False,Merchant,CUST6330,COD,Returned,2,Regular,Web
2001,171-9309960-1917956,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3762,JNE3762-KR-S,kurta,S,B099FC2WTQ,Shipped,1,INR,568.0,Unknown,KARNATAKA,Unknown,False,Merchant,CUST6510,COD,Not Returned,3,New,Web
2002,171-9309960-1917956,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3635,JNE3635-KR-S,kurta,S,B08XVZ7YGN,Unknown,1,INR,345.0,Unknown,Unknown,IN,False,Merchant,CUST9754,COD,Not Returned,2,New,Web
2003,406-4327460-9905137,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3718,Unknown,Misc,3XL,B099NJ1WVX,Shipped,1,INR,406.0,MUMBAI,MAHARASHTRA,IN,False,Merchant,CUST9964,Wallet,Not Returned,4,New,Mobile
2004,406-4643064-2945138,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Misc,S,B08XQ98B2Q,Shipped,1,INR,568.0,PUNE,Unknown,Unknown,False,Merchant,CUST7493,Wallet,Not Returned,3,New,Web
2005,403-8755155-3715542,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3567,Unknown,kurta,XL,B08KRTXC2Y,Unknown,1,INR,399.0,JALNA,MAHARASHTRA,IN,False,Merchant,CUST6439,COD,Not Returned,2,New,Web
2006,171-8195821-2769955,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,Misc,3XL,B082W7MZVQ,Unknown,1,INR,568.0,Unknown,KARNATAKA,Unknown,False,Merchant,CUST7511,Credit Card,Not Returned,2,New,Mobile
2007,408-0944592-0213947,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3560,JNE3560-KR-XL,kurta,XL,B08PCSJ2M6,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8504,COD,Not Returned,5,New,Web
2008,402-1249621-8158717,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-M,kurta,M,B08RP3LHNB,Unknown,1,INR,568.0,UPPER TADONG,SIKKIM,IN,False,Merchant,CUST2246,COD,Not Returned,4,New,Mobile
2009,171-3690652-9264323,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-XS,Set,XS,B09RKDYFFP,Unknown,1,INR,967.0,MUMBAI,Unknown,IN,False,Merchant,CUST4839,Credit Card,Not Returned,2,Regular,Mobile
2010,407-5465680-5166728,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,Unknown,kurta,XL,B081WT6GG7,Unknown,1,INR,568.0,Mumbai,Unknown,IN,False,Merchant,CUST9551,COD,Not Returned,4,New,App
